# gsimlt_path=b1,smlt_path=b1,imt=PGA,investigation_time=475.0
lon,lat,iml
-73.6033,-20.5557,0.128169
-73.5603,-21.5539,0.200846
-73.5147,-22.5521,0.28897
-73.4664,-23.5504,0.264815
-73.4155,-24.5486,0.1656
-73.3616,-25.5469,0.100886
-73.3049,-26.5451,0.0656208
-73.2451,-27.5434,0.0489867
-73.1821,-28.5416,0.0386596
-73.1159,-29.5399,0.0320934
-73.0462,-30.5381,0.0288768
-73.0121,0.407533,0.0229702
-73.0119,-0.590714,0.0229843
-73.0102,1.40578,0.0229529
-73.0096,-1.58896,0.0229988
-73.0061,2.40403,0.0229388
-73.0051,-2.58721,0.0230162
-72.9999,3.40227,0.0229401
-72.9986,-3.58546,0.0230516
-72.9916,4.40052,0.0229766
-72.9899,-4.5837,0.0231276
-72.9811,5.39877,0.0230747
-72.979,-5.58195,0.0232713
-72.9729,-31.5364,0.0288096
-72.9685,6.39701,0.0232678
-72.9659,-6.5802,0.0235285
-72.9537,7.39526,0.0235893
-72.9507,-7.57844,0.0239313
-72.9366,8.39351,0.0240976
-72.9333,-8.57669,0.0245457
-72.9174,9.39176,0.0248388
-72.9136,-9.57494,0.0254319
-72.8959,-32.5346,0.0325636
-72.8958,10.39,0.0259006
-72.8916,-10.5732,0.0267496
-72.872,11.3882,0.027416
-72.8673,-11.5714,0.0284915
-72.8458,12.3865,0.0293458
-72.8407,-12.5697,0.0308414
-72.8172,13.3847,0.0317673
-72.815,-33.5329,0.0417763
-72.8117,-13.5679,0.0341064
-72.7862,14.383,0.00873838
-72.7803,-14.5662,0.0388255
-72.7463,-15.5644,0.0450726
-72.73,-34.5311,0.0608719
-72.7099,-16.5627,0.0546673
-72.6708,-17.5609,0.0694015
-72.6406,-35.5294,0.117581
-72.629,-18.5592,0.0985012
-72.5845,-19.5574,0.151951
-72.5468,-36.5276,0.313608
-72.5372,-20.5557,0.239374
-72.487,-21.5539,0.283731
-72.4483,-37.5259,0.00787156
-72.4338,-22.5521,0.19279
-72.3775,-23.5504,0.11234
-72.318,-24.5486,0.0700497
-72.2552,-25.5469,0.0501756
-72.189,-26.5451,0.0386561
-72.1193,-27.5434,0.0315621
-72.0458,-28.5416,0.028134
-72.0138,0.407533,0.0229815
-72.0136,-0.590714,0.0229953
-72.0116,1.40578,0.0229603
-72.011,-1.58896,0.0230033
-72.007,2.40403,0.0229438
-72.0059,-2.58721,0.023018
-71.9999,3.40227,0.0229401
-71.9984,-3.58546,0.0230517
-71.9904,4.40052,0.0229795
-71.9884,-4.5837,0.0231349
-71.9784,5.39877,0.0231022
-71.976,-5.58195,0.0233092
-71.9685,-29.5399,0.0281348
-71.964,6.39701,0.023343
-71.9611,-6.5802,0.0236199
-71.9471,7.39526,0.0237519
-71.9437,-7.57844,0.0241234
-71.9276,8.39351,0.0243956
-71.9237,-8.57669,0.0248974
-71.9055,9.39176,0.0253509
-71.9012,-9.57494,0.0260453
-71.8872,-30.5381,0.0322858
-71.8809,10.39,0.0267827
-71.8761,-10.5732,0.0277348
-71.8537,11.3882,0.0286704
-71.8484,-11.5714,0.0299888
-71.8237,12.3865,0.0312365
-71.818,-12.5697,0.0331526
-71.8017,-31.5364,0.0425553
-71.7911,13.3847,0.0346736
-71.7848,-13.5679,0.0378978
-71.7557,14.383,0.00876856
-71.7489,-14.5662,0.0442348
-71.7119,-32.5346,0.0648278
-71.7101,-15.5644,0.0541579
-71.6684,-16.5627,0.0698368
-71.6237,-17.5609,0.102026
-71.6175,-33.5329,0.140975
-71.576,-18.5592,0.161769
-71.5252,-19.5574,0.253548
-71.5183,-34.5311,0.367043
-71.4711,-20.5557,0.254109
-71.4141,-35.5294,0.203234
-71.4137,-21.5539,0.154546
-71.3529,-22.5521,0.0890054
-71.3046,-36.5276,0.0781006
-71.2886,-23.5504,0.0579749
-71.2206,-24.5486,0.0425351
-71.1896,-37.5259,0.0080205
-71.1489,-25.5469,0.0333588
-71.0732,-26.5451,0.0284701
-71.0688,-38.5241,0.005
-71.0155,0.407533,0.0229951
-71.0153,-0.590714,0.0230083
-71.0131,1.40578,0.0229693
-71.0123,-1.58896,0.0230107
-71.0079,2.40403,0.0229447
-71.0066,-2.58721,0.0230202
-70.9999,3.40227,0.0229401
-70.9982,-3.58546,0.0230519
-70.9935,-27.5434,0.027183
-70.9892,4.40052,0.022985
-70.987,-4.5837,0.0231433
-70.9758,5.39877,0.0231329
-70.973,-5.58195,0.0233483
-70.9595,6.39701,0.023427
-70.9562,-6.5802,0.0237193
-70.9404,7.39526,0.0239338
-70.9366,-7.57844,0.0243402
-70.9185,8.39351,0.0247338
-70.9142,-8.57669,0.0252955
-70.9095,-28.5416,0.0300273
-70.8937,9.39176,0.0259434
-70.8889,-9.57494,0.0267887
-70.866,10.39,0.0277334
-70.8606,-10.5732,0.0288433
-70.8354,11.3882,0.0301237
-70.8294,-11.5714,0.0317521
-70.8212,-29.5399,0.03872
-70.8017,12.3865,0.0334794
-70.7952,-12.5697,0.0360809
-70.765,13.3847,0.0383123
-70.7579,-13.5679,0.0422366
-70.7282,-30.5381,0.0579703
-70.7251,14.383,0.008798
-70.7175,-14.5662,0.051681
-70.6739,-15.5644,0.0662612
-70.6305,-31.5364,0.119354
-70.627,-16.5627,0.0975438
-70.5767,-17.5609,0.157986
-70.5279,-32.5346,0.335809
-70.523,-18.5592,0.250159
-70.4658,-19.5574,0.239193
-70.42,-33.5329,0.207661
-70.405,-20.5557,0.139528
-70.3404,-21.5539,0.079538
-70.3066,-34.5311,0.0763063
-70.272,-22.5521,0.0528249
-70.1997,-23.5504,0.0388621
-70.1875,-35.5294,0.0434513
-70.1232,-24.5486,0.0308078
-70.0624,-36.5276,0.0318629
-70.0425,-25.5469,0.0270965
-70.0173,0.407533,0.0230101
-70.017,-0.590714,0.0230256
-70.0145,1.40578,0.0229799
-70.0137,-1.58896,0.0230197
-70.0087,2.40403,0.0229481
-70.0073,-2.58721,0.0230225
-69.9999,3.40227,0.0229401
-69.998,-3.58546,0.0230521
-69.988,4.40052,0.0229914
-69.9855,-4.5837,0.0231526
-69.9731,5.39877,0.0231696
-69.97,-5.58195,0.0233942
-69.9573,-26.5451,0.0273986
-69.955,6.39701,0.0235195
-69.9513,-6.5802,0.0238354
-69.9338,7.39526,0.0241359
-69.931,-37.5259,0.00801995
-69.9296,-7.57844,0.024582
-69.9095,8.39351,0.0251139
-69.9047,-8.57669,0.0257454
-69.8819,9.39176,0.0266477
-69.8765,-9.57494,0.0275785
-69.8676,-27.5434,0.0326212
-69.8512,10.39,0.028789
-69.8451,-10.5732,0.030113
-69.8171,11.3882,0.0318058
-69.8105,-11.5714,0.0338313
-69.7929,-38.5241,0.005
-69.7797,12.3865,0.0362713
-69.7732,-28.5416,0.0457111
-69.7724,-12.5697,0.0395197
-69.7389,13.3847,0.0423769
-69.731,-13.5679,0.0477636
-69.6946,14.383,0.00882605
-69.6861,-14.5662,0.061029
-69.6738,-29.5399,0.0803461
-69.6376,-15.5644,0.0876733
-69.5855,-16.5627,0.143371
-69.5693,-30.5381,0.218895
-69.5297,-17.5609,0.235042
-69.47,-18.5592,0.240282
-69.4594,-31.5364,0.300267
-69.4065,-19.5574,0.139188
-69.3438,-32.5346,0.0974797
-69.3389,-20.5557,0.0776217
-69.2672,-21.5539,0.0509071
-69.2225,-33.5329,0.048201
-69.1912,-22.5521,0.03729
-69.1107,-23.5504,0.0296144
-69.0949,-34.5311,0.0329264
-69.0258,-24.5486,0.0264625
-69.019,0.407533,0.0230291
-69.0187,-0.590714,0.0230415
-69.016,1.40578,0.0229918
-69.0151,-1.58896,0.0230325
-69.0096,2.40403,0.0229517
-69.0081,-2.58721,0.0230252
-68.9999,3.40227,0.0229401
-68.9978,-3.58546,0.0230523
-68.9868,4.40052,0.0229989
-68.9841,-4.5837,0.0231637
-68.9704,5.39877,0.0232066
-68.967,-5.58195,0.0234414
-68.961,-35.5294,0.0308669
-68.9505,6.39701,0.0236221
-68.9465,-6.5802,0.0239631
-68.9361,-25.5469,0.0277703
-68.9272,7.39526,0.0243592
-68.9225,-7.57844,0.0248471
-68.9004,8.39351,0.0255349
-68.8951,-8.57669,0.0262794
-68.8701,9.39176,0.0274017
-68.8642,-9.57494,0.0284435
-68.8415,-26.5451,0.0347693
-68.8363,10.39,0.0299837
-68.8297,-10.5732,0.0315599
-68.8202,-36.5276,0.0428015
-68.7988,11.3882,0.0337533
-68.7915,-11.5714,0.0363856
-68.7576,12.3865,0.0394483
-68.7497,-12.5697,0.0434726
-68.7418,-27.5434,0.0522711
-68.7128,13.3847,0.047348
-68.7041,-13.5679,0.0549848
-68.6724,-37.5259,0.00802177
-68.6641,14.383,0.00885403
-68.6547,-14.5662,0.0759126
-68.6369,-28.5416,0.107316
-68.6014,-15.5644,0.12076
-68.5441,-16.5627,0.208503
-68.5264,-29.5399,0.320135
-68.517,-38.5241,0.005
-68.4826,-17.5609,0.250345
-68.417,-18.5592,0.151676
-68.4103,-30.5381,0.175601
-68.3471,-19.5574,0.0815615
-68.2882,-31.5364,0.063892
-68.2728,-20.5557,0.0518893
-68.1939,-21.5539,0.0372885
-68.1598,-32.5346,0.0379418
-68.1103,-22.5521,0.0292949
-68.025,-33.5329,0.0296219
-68.0218,-23.5504,0.0261261
-68.0207,0.407533,0.0230467
-68.0204,-0.590714,0.0230586
-68.0174,1.40578,0.0230045
-68.0164,-1.58896,0.0230441
-68.0105,2.40403,0.0229557
-68.0088,-2.58721,0.023028
-67.9999,3.40227,0.0229401
-67.9975,-3.58546,0.0230525
-67.9856,4.40052,0.0230073
-67.9826,-4.5837,0.0231769
-67.9677,5.39877,0.0232467
-67.964,-5.58195,0.0234952
-67.946,6.39701,0.0237374
-67.9416,-6.5802,0.0241025
-67.9283,-24.5486,0.0277855
-67.9206,7.39526,0.024604
-67.9155,-7.57844,0.0251372
-67.8914,8.39351,0.0260182
-67.8856,-8.57669,0.0268788
-67.8833,-34.5311,0.0345383
-67.8583,9.39176,0.0282061
-67.8518,-9.57494,0.0294024
-67.8297,-25.5469,0.0357351
-67.8214,10.39,0.0313288
-67.8142,-10.5732,0.0332039
-67.7805,11.3882,0.0360997
-67.7726,-11.5714,0.0392615
-67.7356,12.3865,0.0430149
-67.7344,-35.5294,0.0605052
-67.7269,-12.5697,0.0483945
-67.7256,-26.5451,0.0558263
-67.6866,13.3847,0.0536383
-67.6772,-13.5679,0.0636751
-67.6335,14.383,0.00888378
-67.6233,-14.5662,0.0981001
-67.616,-27.5434,0.127483
-67.578,-36.5276,0.224289
-67.5651,-15.5644,0.169505
-67.5026,-16.5627,0.2524
-67.5006,-28.5416,0.339215
-67.4356,-17.5609,0.177359
-67.4138,-37.5259,0.00787241
-67.3791,-29.5399,0.12596
-67.364,-18.5592,0.0925152
-67.2878,-19.5574,0.0554599
-67.2513,-30.5381,0.0526795
-67.2412,-38.5241,0.005
-67.2067,-20.5557,0.03874
-67.1206,-21.5539,0.0297127
-67.117,-31.5364,0.0330536
-67.0294,-22.5521,0.0259797
-67.0225,0.407533,0.0230657
-67.0221,-0.590714,0.0230771
-67.0189,1.40578,0.0230208
-67.0178,-1.58896,0.0230565
-67.0114,2.40403,0.0229602
-67.0096,-2.58721,0.0230312
-66.9999,3.40227,0.0229401
-66.9973,-3.58546,0.0230528
-66.9844,4.40052,0.0230168
-66.9812,-4.5837,0.0231909
-66.9758,-32.5346,0.0291743
-66.965,5.39877,0.0232929
-66.961,-5.58195,0.0235527
-66.9415,6.39701,0.0238614
-66.9368,-6.5802,0.0242538
-66.9329,-23.5504,0.0273126
-66.914,7.39526,0.0248697
-66.9085,-7.57844,0.0254575
-66.8823,8.39351,0.0265633
-66.8761,-8.57669,0.0274916
-66.8465,9.39176,0.029088
-66.8395,-9.57494,0.030472
-66.8309,-24.5486,0.0351695
-66.8275,-33.5329,0.0400661
-66.8065,10.39,0.0328376
-66.7987,-10.5732,0.0351529
-66.7622,11.3882,0.0387392
-66.7536,-11.5714,0.0424683
-66.7233,-25.5469,0.0558224
-66.7136,12.3865,0.0472685
-66.7042,-12.5697,0.054564
-66.6716,-34.5311,0.0891868
-66.6605,13.3847,0.0606275
-66.6503,-13.5679,0.0775973
-66.6098,-26.5451,0.133271
-66.603,14.383,0.00890584
-66.5919,-14.5662,0.129967
-66.5289,-15.5644,0.225363
-66.5079,-35.5294,0.387861
-66.4902,-27.5434,0.328617
-66.4612,-16.5627,0.216419
-66.3886,-17.5609,0.113511
-66.3642,-28.5416,0.108322
-66.3358,-36.5276,0.098697
-66.3111,-18.5592,0.062208
-66.2317,-29.5399,0.0473261
-66.2284,-19.5574,0.0417991
-66.1551,-37.5259,0.00801965
-66.1406,-20.5557,0.0309946
-66.0923,-30.5381,0.0309165
-66.0473,-21.5539,0.0261272
-66.0242,0.407533,0.0230859
-66.0238,-0.590714,0.0230968
-66.0203,1.40578,0.0230355
-66.0192,-1.58896,0.0230697
-66.0122,2.40403,0.0229654
-66.0103,-2.58721,0.0230345
-65.9999,3.40227,0.0229401
-65.9971,-3.58546,0.023053
-65.9832,4.40052,0.023027
-65.9797,-4.5837,0.0232058
-65.9653,-38.5241,0.005
-65.9623,5.39877,0.0233394
-65.958,-5.58195,0.0236135
-65.9485,-22.5521,0.0265027
-65.9458,-31.5364,0.0295351
-65.937,6.39701,0.0239944
-65.9319,-6.5802,0.0244166
-65.9073,7.39526,0.0251585
-65.9014,-7.57844,0.0258102
-65.8733,8.39351,0.027145
-65.8665,-8.57669,0.0281507
-65.844,-23.5504,0.0333477
-65.8347,9.39176,0.0300636
-65.8271,-9.57494,0.0316559
-65.7918,-32.5346,0.0447957
-65.7916,10.39,0.0345765
-65.7832,-10.5732,0.0374357
-65.7439,11.3882,0.0415815
-65.7347,-11.5714,0.0462521
-65.7335,-24.5486,0.052523
-65.6916,12.3865,0.052572
-65.6814,-12.5697,0.0616543
-65.6344,13.3847,0.0699222
-65.6299,-33.5329,0.124578
-65.6234,-13.5679,0.0966804
-65.6169,-25.5469,0.122093
-65.5724,14.383,0.00892226
-65.5605,-14.5662,0.173317
-65.4939,-26.5451,0.324148
-65.4927,-15.5644,0.244534
-65.4599,-34.5311,0.320087
-65.4197,-16.5627,0.150413
-65.3644,-27.5434,0.106712
-65.3416,-17.5609,0.0763468
-65.2813,-35.5294,0.0655027
-65.2581,-18.5592,0.0471912
-65.2279,-28.5416,0.0459299
-65.1691,-19.5574,0.0334361
-65.0936,-36.5276,0.0336173
-65.0844,-29.5399,0.0300715
-65.0745,-20.5557,0.0268538
-65.0259,0.407533,0.0231075
-65.0255,-0.590714,0.0231178
-65.0218,1.40578,0.023051
-65.0205,-1.58896,0.0230838
-65.0131,2.40403,0.0229709
-65.011,-2.58721,0.0230382
-64.9999,3.40227,0.0229401
-64.9969,-3.58546,0.0230533
-64.982,4.40052,0.0230404
-64.9783,-4.5837,0.0232216
-64.974,-21.5539,0.0256747
-64.9596,5.39877,0.0233918
-64.955,-5.58195,0.0236778
-64.9334,-30.5381,0.0296187
-64.9325,6.39701,0.0241372
-64.927,-6.5802,0.0245889
-64.9007,7.39526,0.0254697
-64.8965,-37.5259,0.00801948
-64.8944,-7.57844,0.0262131
-64.8676,-22.5521,0.030893
-64.8642,8.39351,0.0277435
-64.857,-8.57669,0.0288624
-64.8229,9.39176,0.0311339
-64.8148,-9.57494,0.032967
-64.7767,10.39,0.0365906
-64.7746,-31.5364,0.0473523
-64.7677,-10.5732,0.0398044
-64.755,-23.5504,0.0466556
-64.7256,11.3882,0.0448319
-64.7157,-11.5714,0.0509629
-64.6894,-38.5241,0.005
-64.6695,12.3865,0.0582721
-64.6587,-12.5697,0.0720379
-64.6361,-24.5486,0.101351
-64.6083,13.3847,0.0819475
-64.6078,-32.5346,0.152034
-64.5965,-13.5679,0.122573
-64.5419,14.383,0.0089334
-64.5291,-14.5662,0.22
-64.5105,-25.5469,0.314487
-64.4564,-15.5644,0.205027
-64.4324,-33.5329,0.236405
-64.3783,-16.5627,0.102466
-64.3781,-26.5451,0.118426
-64.2945,-17.5609,0.0563914
-64.2482,-34.5311,0.0550033
-64.2385,-27.5434,0.0475178
-64.2051,-18.5592,0.037846
-64.1097,-19.5574,0.0284798
-64.0916,-28.5416,0.0300896
-64.0547,-35.5294,0.0313599
-64.0276,0.407533,0.0231332
-64.0272,-0.590714,0.0231429
-64.0232,1.40578,0.0230675
-64.0219,-1.58896,0.0230987
-64.014,2.40403,0.022977
-64.0118,-2.58721,0.023042
-64.0083,-20.5557,0.0252636
-63.9999,3.40227,0.0229401
-63.9967,-3.58546,0.0230536
-63.9808,4.40052,0.0230518
-63.9768,-4.5837,0.0232384
-63.9569,5.39877,0.0234447
-63.952,-5.58195,0.0237496
-63.937,-29.5399,0.0290868
-63.928,6.39701,0.0242898
-63.9222,-6.5802,0.0247746
-63.9007,-21.5539,0.0283509
-63.8941,7.39526,0.0258114
-63.8873,-7.57844,0.0266504
-63.8552,8.39351,0.0283861
-63.8515,-36.5276,0.0387725
-63.8475,-8.57669,0.0296371
-63.8111,9.39176,0.0323068
-63.8024,-9.57494,0.0344635
-63.7867,-22.5521,0.0404782
-63.7744,-30.5381,0.046722
-63.7618,10.39,0.038764
-63.7522,-10.5732,0.0424668
-63.7073,11.3882,0.0486959
-63.6968,-11.5714,0.0563106
-63.6661,-23.5504,0.0777906
-63.6475,12.3865,0.0649549
